"","Gene","Category1","Category2","Subcategory","M0_w","SequenceLength","Category","M87_padj","M21_padj","PosSelM87","PosSelM21","GeneStableID","logPPI_medconf","logSeqL"
"1384","Nlrp10","intracellSignaling","otherIntracellSignaling","Inhibitor","0.36673",2019,"Immune",6.46026620580607e-06,0.071753794707549,1,0,"ENSMUSG00000049709",1.32221929473392,3.30513631894364
"1385","Nlrp12","intracellSignaling","otherIntracellSignaling","Inhibitor","0.21876",3162,"Immune",5.16456473130558e-05,1,1,0,"ENSMUSG00000078817",1.70757017609794,3.49996186559619
"1388","Nlrp3","intracellSignaling","otherIntracellSignaling",NA,"0.16337",3084,"Immune",0.000100937290014454,1,1,0,"ENSMUSG00000032691",2.34635297445064,3.48911436937892
"1389","Nlrp6","PRR","PRR","CellWallComponents","0.28269",2679,"Immune",0.0213941251381088,1,1,0,"ENSMUSG00000038745",1.77815125038364,3.42797271360821
"1393","Nlrx1","intracellSignaling","otherIntracellSignaling","Inhibitor","0.10583",2925,"Immune",0.0097637777849904,1,1,0,"ENSMUSG00000032109",1.77815125038364,3.4661258704182
"1394","Nme9","Control",NA,NA,"0.39691",987,"Control",0.00112581105720859,0.0627290802275058,1,0,"ENSMUSG00000046242",2.04139268515822,2.99431715266964
"1395","Nmnat1","Control",NA,NA,"0.13992",855,"Control",0.109680748228089,1,0,0,"ENSMUSG00000028992",1.93449845124357,2.93196611472817
"1396","Nmrk2","Control",NA,NA,"0.11165",585,"Control",0.0919232807228375,1,0,0,"ENSMUSG00000004939",1.54406804435028,2.76715586608218
"1397","Nnmt","Control",NA,NA,"0.18041",795,"Control",0.125791836878639,1,0,0,"ENSMUSG00000032271",1.41497334797082,2.90036712865647
"1398","Nod1","PRR","PRR","CellWallComponents","0.0814",2859,"Immune",0.00944972999623619,1,1,0,"ENSMUSG00000038058",2.14301480025409,3.45621415535799
"1399","Nod2","PRR","PRR","CellWallComponents","0.18892",3108,"Immune",8.20158663208681e-05,0.218412420307695,1,0,"ENSMUSG00000055994",2.3541084391474,3.49248101012888
"1400","Nol7","Control",NA,NA,"0.18634",750,"Control",0.0121441323658145,1,1,0,"ENSMUSG00000063200",1.92941892571429,2.8750612633917
"1401","Nos2","intracellSignaling","otherIntracellSignaling",NA,"0.14848",3453,"Immune",0.0475471329462552,1,1,0,"ENSMUSG00000020826",2.44870631990508,3.53819657834945
"1402","Nos3","intracellSignaling","otherIntracellSignaling",NA,"0.05354",3606,"Immune",0.0438635514284814,1,1,0,"ENSMUSG00000028978",2.07554696139253,3.55702572238638
"1403","Nosip","Control",NA,NA,"0.03984",903,"Control",0.196205414434532,1,0,0,"ENSMUSG00000003421",1.32221929473392,2.95568775031351
"1404","Notch1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.0337",7593,"Immune",1.74812645562191e-11,1,1,0,"ENSMUSG00000026923",2.70926996097583,3.88041339987792
"1405","Notch2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.06905",7404,"Immune",1.53453273479966e-12,1,1,0,"ENSMUSG00000027878",2.23552844690755,3.86946641008087
"1406","Npc1l1","Control",NA,NA,"0.21185",3981,"Control",0,1.9453714359572e-11,1,1,"ENSMUSG00000020447",1.85125834871908,3.5999921775841
"1407","Npr1","Control",NA,NA,"0.08668",3171,"Control",0.141566661162693,1,0,0,"ENSMUSG00000027931",1.88081359228079,3.50119624202709
"1408","Nps","Control",NA,NA,"0.35132",267,"Control",0.323565503649452,1,0,0,"ENSMUSG00000073804",1.97772360528885,2.42651126136458
"1409","Nr4a1","Control",NA,NA,"0.09627",1800,"Control",0.907028221545139,1,0,0,"ENSMUSG00000023034",2.19033169817029,3.25527250510331
"1410","Nras","intracellSignaling","otherIntracellSignaling",NA,"0.0363",567,"Immune",1,1,0,0,"ENSMUSG00000027852",2.65127801399814,2.75358305889291
"1411","Nrcam","Control",NA,NA,"0.09306",3768,"Control",0.00253058888038381,1,1,0,"ENSMUSG00000020598",1.93449845124357,3.57611089412084
"1412","Nt5c3","Control",NA,NA,"0.07431",993,"Control",0.00266763610431503,0.615359685993086,1,0,"ENSMUSG00000029780",1.97772360528885,2.99694924849538
"1413","Ntn4","Control",NA,NA,"0.06863",1881,"Control",0.000664590248216184,1,1,0,"ENSMUSG00000020019",1.44715803134222,3.27438879555038
"1414","Ntn5","Control",NA,NA,"0.26856",1308,"Control",0.0248408686203792,0.613866932468787,1,0,"ENSMUSG00000070564",1.53147891704226,3.11660774398825
"1415","Ntng1","Control",NA,NA,"0.04979",1617,"Control",4.54124588347379e-05,0.0320275457273002,1,1,"ENSMUSG00000059857",1.96378782734556,3.2087100199064
"1416","Ntrk1","Control",NA,NA,"0.12329",2397,"Control",4.37711056614093e-06,1,1,0,"ENSMUSG00000028072",2.38738982633873,3.37966803403365
"1417","Nudcd3","Control",NA,NA,"0.14015",1089,"Control",0.0772703435412658,0.275539449235005,0,0,"ENSMUSG00000053838",1.92941892571429,3.03702787975578
"1418","Nudt14","Control",NA,NA,"0.22359",666,"Control",0.000626405654597459,0.108008922324684,1,0,"ENSMUSG00000002804",1.6232492903979,2.8234742291703
"1419","Nup210","Control",NA,NA,"0.1179",5661,"Control",0.02669595355034,1,1,0,"ENSMUSG00000030091",2.13353890837022,3.75289315488459
"1420","Nup35","Control",NA,NA,"0.06024",975,"Control",1,1,0,0,"ENSMUSG00000026999",2.15836249209525,2.98900461569854
"1421","Nyap1","Control",NA,NA,"0.10682",2502,"Control",0.0781516777331204,1,0,0,"ENSMUSG00000045348",1.20411998265592,3.3982873053574
"1425","Oas2","Effector","Effector",NA,"0.5237",2022,"Immune",0,2.39462044964298e-13,1,1,"ENSMUSG00000032690",2.05690485133647,3.30578115125498
"1427","Oasl1","Effector","Effector",NA,"0.17748",1545,"Immune",6.7864485277128e-05,0.0424162780313961,1,1,"ENSMUSG00000041827",2.48713837547719,3.18892848376085
"1428","Ociad1","Control",NA,NA,"0.12605",741,"Control",1,1,0,0,"ENSMUSG00000029152",1.49136169383427,2.86981820797933
"1429","Oip5","Control",NA,NA,"0.42343",657,"Control",0.00472447216878561,0.0720642886650574,1,0,"ENSMUSG00000072980",2.11394335230684,2.81756536955978
"1430","Olfm4","intracellSignaling","otherIntracellSignaling",NA,"0.34475",1599,"Immune",0.00632259065703553,0.021964848619068,1,1,"ENSMUSG00000022026",1.65321251377534,3.20384846374623
"1432","Opn1mw","Control",NA,NA,"0.27651",1143,"Control",0.00276741185878123,0.0821347656699553,1,0,"ENSMUSG00000031394",1.94448267215017,3.05804623039528
"1433","Oprl1","Control",NA,NA,"0.04013",1185,"Control",0.0422779872933363,1,1,0,"ENSMUSG00000027584",1.95904139232109,3.07371835034612
"1434","Or13g1","Control",NA,NA,"0.13267",921,"Control",0.568614086383889,1,0,0,"ENSMUSG00000054054",1.07918124604762,2.96425963019685
"1435","Or13p4","Control",NA,NA,"0.13776",945,"Control",0.972715695401654,1,0,0,"ENSMUSG00000043383",1.04139268515823,2.97543180850926
"1436","Or51af1","Control",NA,NA,"0.15434",957,"Control",0.399175625284811,1,0,0,"ENSMUSG00000046396",1.04139268515823,2.98091193777684
"1437","Or51l4","Control",NA,NA,"0.11196",957,"Control",1,1,0,0,"ENSMUSG00000050281",1.04139268515823,2.98091193777684
"1438","Or52ad1","Control",NA,NA,"0.27891",942,"Control",0.682769805663408,1,0,0,"ENSMUSG00000045540",1.04139268515823,2.97405090279288
"1439","Or52ae7","Control",NA,NA,"0.23939",948,"Control",1,1,0,0,"ENSMUSG00000073948",1.25527250510331,2.97680833733807
"1440","Or52b2","Control",NA,NA,"0.16211",966,"Control",0.722214411803307,1,0,0,"ENSMUSG00000043948",1.14612803567824,2.98497712641549
"1441","Or52n20","Control",NA,NA,"0.16807",951,"Control",0.0189811279611941,0.582104059645255,1,0,"ENSMUSG00000073922",1.04139268515823,2.97818051693741
"1442","Or5bh3","Control",NA,NA,"0.29241",921,"Control",0.00197141582294622,0.745264892082567,1,0,"ENSMUSG00000050504",1.5910646070265,2.96425963019685
"1443","Or6b1","Control",NA,NA,"0.06686",933,"Control",1,1,0,0,"ENSMUSG00000049168",1.27875360095283,2.9698816437465
"1444","Or6d15","Control",NA,NA,"0.26612",930,"Control",0.138256401708972,1,0,0,"ENSMUSG00000050654",1.14612803567824,2.96848294855394
"1445","Or7e173","Control",NA,NA,"0.26312",936,"Control",0.563270071773356,1,0,0,"ENSMUSG00000050803",1.07918124604762,2.97127584873811
"1446","Orai1",NA,NA,NA,"0.0209",858,"Immune",0.246771089141367,1,0,0,"ENSMUSG00000049686",1.44715803134222,2.93348728784871
"1447","Osm","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.59578",711,"Immune",6.30651850296565e-07,0.000101906501622024,1,1,"ENSMUSG00000058755",2.16136800223497,2.85186960072977
"1448","Osmr","Control",NA,NA,"0.54484",2904,"Control",0,0,1,1,"ENSMUSG00000022146",1.94448267215017,3.46299661202806
"1449","Ostm1","Control",NA,NA,"0.14963",1014,"Control",1,1,0,0,"ENSMUSG00000038280",1.64345267648619,3.00603795499732
"1450","Ostn","Control",NA,NA,"0.21569",396,"Control",0.294199614112599,1,0,0,"ENSMUSG00000052276",1.20411998265592,2.59769518592551
"1451","Otor","Control",NA,NA,"0.20364",384,"Control",0.75731178352569,1,0,0,"ENSMUSG00000027416",0.778151250383644,2.58433122436753
"1452","Otud4","intracellSignaling","otherIntracellSignaling","Inhibitor","0.15932",3318,"Immune",0.11652913646597,1,0,0,"ENSMUSG00000036990",1.91907809237607,3.52087638168834
"1453","Otud5","intracellSignaling","otherIntracellSignaling","Inhibitor","0.03827",1716,"Immune",0.974401348651412,1,0,0,"ENSMUSG00000031154",1.8750612633917,3.23451728351269
"1454","Otud7b","Control",NA,NA,"0.11233",2523,"Control",0.131143451345932,1,0,0,"ENSMUSG00000038495",1.94448267215017,3.40191725051757
"1455","Otulin","intracellSignaling","otherIntracellSignaling","Inhibitor","0.15718",1056,"Immune",0.123442012277223,1,0,0,"ENSMUSG00000046034",1.83250891270624,3.02366391819779
"1456","Otulinl","Control",NA,NA,"0.16584",1050,"Control",0.561370351589641,1,0,0,"ENSMUSG00000056069",1.30102999566398,3.02118929906994
"1457","Oxgr1","Control",NA,NA,"0.10087",1008,"Control",0.0156442950202923,1,1,0,"ENSMUSG00000044819",1.34242268082221,3.00346053210951
"1458","P2rx1",NA,NA,NA,"0.1096",1197,"Immune",0.12715713481403,1,0,0,"ENSMUSG00000020787",1.76342799356294,3.07809415040641
"1459","P2rx7",NA,NA,NA,"0.18878",1785,"Immune",0.0176587936715592,0.653417606861528,1,0,"ENSMUSG00000029468",2.09342168516224,3.25163822044821
"1460","Pabpc5","Control",NA,NA,"0.12906",1146,"Control",0.4908408632112,1,0,0,"ENSMUSG00000034732",1.65321251377534,3.05918461763137
"1461","Pabpn1l","Control",NA,NA,"0.43814",846,"Control",1,1,0,0,"ENSMUSG00000069867",1.50514997831991,2.92737036303902
"1462","Padi4","intracellSignaling","otherIntracellSignaling",NA,"0.15928",1998,"Immune",0.000171369975313877,0.341294795032926,1,0,"ENSMUSG00000025330",1.38021124171161,3.30059548388996
"1463","Pag1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.15317",1287,"Immune",5.49855500746683e-05,0.0173515218977421,1,1,"ENSMUSG00000027508",1.6232492903979,3.10957854690439
"1464","Pak1","intracellSignaling","Kinase","Kinase","0.00887",1632,"Immune",1,1,0,0,"ENSMUSG00000030774",2.39967372148104,3.21272015441784
"1465","Pak2","intracellSignaling","Kinase","Kinase","0.01667",1572,"Immune",1,1,0,0,"ENSMUSG00000022781",2.36735592102602,3.19645254170339
"1466","Pak3","intracellSignaling","Kinase","Kinase","0.01689",1677,"Immune",0.772613390661636,1,0,0,"ENSMUSG00000031284",2.07554696139253,3.22453306260609
"1467","Palmd","Control",NA,NA,"0.20814",1653,"Control",0.0016265059501831,1,1,0,"ENSMUSG00000033377",0.698970004336019,3.21827285357145
"1468","Panx1",NA,NA,NA,"0.07597",1278,"Immune",0.0588960514814045,1,0,0,"ENSMUSG00000031934",1.92427928606188,3.10653085382238
"1469","Pappa2","Control",NA,NA,"0.27508",5361,"Control",8.92372411108665e-06,1,1,0,"ENSMUSG00000073530",1.14612803567824,3.72924580722531
"1470","Pard6g","Control",NA,NA,"0.04663",1149,"Control",0.0547662113293075,1,0,0,"ENSMUSG00000056214",1.50514997831991,3.06032002868829
"1471","Parn","Control",NA,NA,"0.17006",1872,"Control",0.00211328229066253,0.314482435440737,1,0,"ENSMUSG00000022685",2.00432137378264,3.27230584440209
"1472","Patz1","intracellSignaling","TranscrFact","TranscrFact","0.0228",2064,"Immune",0.24739311913121,1,0,0,"ENSMUSG00000020453",0.954242509439325,3.31470969295517
"1473","Pax2","Control",NA,NA,"0.02186",1251,"Control",1,1,0,0,"ENSMUSG00000004231",2.17026171539496,3.09725730969342
"1474","Pbp2","Control",NA,NA,"0.09765",561,"Control",1,1,0,0,"ENSMUSG00000047104",2.20139712432045,2.74896286125616
"1475","Pcdhb22","Control",NA,NA,"0.24363",2370,"Control",0.00830091690388042,1,1,0,"ENSMUSG00000073591",0.845098040014257,3.3747483460101
"1476","Pcdhb6","Control",NA,NA,"0.22403",2301,"Control",0.00137881105731623,1,1,0,"ENSMUSG00000051678",1.23044892137827,3.36191661866864
"1477","Pck1","Control",NA,NA,"0.05921",1866,"Control",1,1,0,0,"ENSMUSG00000027513",2.32633586092875,3.27091163941048
"1478","Pcmtd1","Control",NA,NA,"0.0362",1071,"Control",0.0302189203706045,1,1,0,"ENSMUSG00000051285",1.38021124171161,3.02978947083186
"1479","Pcnp","Control",NA,NA,"0.10442",567,"Control",1,1,0,0,"ENSMUSG00000071533",1.32221929473392,2.75358305889291
"1480","Pcnx3","Control",NA,NA,"0.04152",6084,"Control",0.0152835146283979,1,1,0,"ENSMUSG00000054874",1.38021124171161,3.78418920538096
"1481","Pcsk4","Control",NA,NA,"0.10196",1926,"Control",0.00592571506696479,0.109967270364389,1,0,"ENSMUSG00000020131",1.23044892137827,3.28465628278852
"1482","Pcyt1b","Control",NA,NA,"0.02046",1107,"Control",1,1,0,0,"ENSMUSG00000035246",1.41497334797082,3.04414762087872
"1483","Pdcd1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.29488",864,"Immune",0.0660419861543411,1,0,0,"ENSMUSG00000026285",2.52891670027765,2.93651374247889
"1484","Pdcd1lg2","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.42834",768,"Immune",0.0528175177727545,1,0,0,"ENSMUSG00000016498",2.34242268082221,2.88536122003151
"1485","Pdcl","Control",NA,NA,"0.14403",903,"Control",0.0104913232730004,1,1,0,"ENSMUSG00000009030",1.72427586960079,2.95568775031351
"1486","Pde10a","Control",NA,NA,"0.03699",2550,"Control",0.0238919772628744,1,1,0,"ENSMUSG00000023868",2.04921802267018,3.40654018043396
"1487","Pde12","intracellSignaling","otherIntracellSignaling",NA,"0.13871",1824,"Immune",0.202333342076299,1,0,0,"ENSMUSG00000043702",1.54406804435028,3.2610248339924
"1488","Pde3a","Control",NA,NA,"0.14547",3411,"Control",0.182440718171117,1,0,0,"ENSMUSG00000041741",1.96378782734556,3.5328817194074
"1489","Pde4a","Control",NA,NA,"0.14629",2520,"Control",0.000144216279412721,0.0738378154387998,1,0,"ENSMUSG00000032177",1.86332286012046,3.40140054078154
"1490","Pde4c","Control",NA,NA,"0.18798",2040,"Control",0.0818688848030277,1,0,0,"ENSMUSG00000031842",1.80617997398389,3.3096301674259
"1491","Pdhb","Control",NA,NA,"0.07567",1077,"Control",1,1,0,0,"ENSMUSG00000021748",2.34830486304816,3.03221570329798
"1492","Pdia3","intracellSignaling","otherIntracellSignaling",NA,"0.08204",1515,"Immune",0.0533424447662589,1,0,0,"ENSMUSG00000027248",2.36172783601759,3.18041263283832
"1493","Pdk2","Control",NA,NA,"0.01775",1221,"Control",1,1,0,0,"ENSMUSG00000038967",1.91907809237607,3.08671566394488
"1494","Pdpk1","intracellSignaling","Kinase","Kinase","0.05043",1677,"Immune",0.619078724885358,1,0,0,"ENSMUSG00000024122",2.16435285578444,3.22453306260609
"1495","Pdx1","Control",NA,NA,"0.10229",819,"Control",1,1,0,0,"ENSMUSG00000029644",1.84509804001426,2.91328390176042
"1496","Pecam1","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.38507",2181,"Immune",0,4.9424743389976e-10,1,1,"ENSMUSG00000020717",2.74115159885178,3.3386556655787
"1497","Peli1","intracellSignaling","Ubiquitinase","Ubiquitinase","0.00938",1254,"Immune",1,1,0,0,"ENSMUSG00000020134",1.65321251377534,3.0982975364947
"1498","Pex12","Control",NA,NA,"0.13535",1074,"Control",0.0754013640526512,1,0,0,"ENSMUSG00000018733",2.03742649794062,3.03100428136354
"1499","Pf4","CytoChemoRecept","CytoChemoRecept","CytoChemo","0.41212",303,"Immune",0.757082336619676,1,0,0,"ENSMUSG00000029373",2.25767857486918,2.4814426285023
"1500","Pfdn2","Control",NA,NA,"0.06265",462,"Control",0.769355107326567,1,0,0,"ENSMUSG00000006412",1.89209460269048,2.66464197555613
"1501","Pfdn4","Control",NA,NA,"0.04709",402,"Control",1,1,0,0,"ENSMUSG00000052033",1.77815125038364,2.60422605308447
"1502","Pgc","Control",NA,NA,"0.16858",1173,"Control",0.00815488881070259,0.0287162707293383,1,1,"ENSMUSG00000023987",1.44715803134222,3.06929801211553
"1503","Pgd","Control",NA,NA,"0.07673",1449,"Control",1,1,0,0,"ENSMUSG00000028961",2.15836249209525,3.16106838547117
"1504","Pglyrp1","PRR","PRR","CellWallComponents","0.24151",546,"Immune",0.0290687412504709,1,1,0,"ENSMUSG00000030413",1.54406804435028,2.73719264270474
"1505","Pglyrp2","PRR","PRR","CellWallComponents","0.35327",1590,"Immune",3.31999699244872e-07,0.0102880928404472,1,1,"ENSMUSG00000079563",0.903089986991944,3.20139712432045
"1506","Pglyrp3","PRR","PRR","CellWallComponents","0.32331",1041,"Immune",0.072927550514039,1,0,0,"ENSMUSG00000042244",1.11394335230684,3.01745072951054
"1507","Pglyrp4","PRR","PRR","CellWallComponents","0.3436",1122,"Immune",0.0774480031386142,1,0,0,"ENSMUSG00000042250",1.04139268515823,3.04999285692014
"1508","Phc1","Control",NA,NA,"0.1255",2973,"Control",0.353875081401111,1,0,0,"ENSMUSG00000040669",2.03342375548695,3.47319490920494
"1509","Phf1","Control",NA,NA,"0.12115",1758,"Control",0.0877426960509818,1,0,0,"ENSMUSG00000024193",2.13033376849501,3.24501887073775
"1510","Phf13","Control",NA,NA,"0.06357",900,"Control",0.176156958587156,1,0,0,"ENSMUSG00000047777",1.41497334797082,2.95424250943932
"1511","Phf14","Control",NA,NA,"0.05094",2811,"Control",0.0917921522744913,1,0,0,"ENSMUSG00000029629",1.36172783601759,3.44886084560744
"1512","Phlda2","Control",NA,NA,"0.23562",411,"Control",0.82470339834884,1,0,0,"ENSMUSG00000010760",1.54406804435028,2.61384182187607
"1513","Phyh","Control",NA,NA,"0.35907",1014,"Control",2.42620104651975e-10,3.78592241563746e-07,1,1,"ENSMUSG00000026664",1.75587485567249,3.00603795499732
"1514","Pigh","Control",NA,NA,"0.1209",564,"Control",0.296944013737902,1,0,0,"ENSMUSG00000021120",1.65321251377534,2.75127910398334
"1515","Pigr","otherCellSurfaceProt","otherCellSurfaceProt",NA,"0.44073",2295,"Immune",0,0,1,1,"ENSMUSG00000026417",1.84509804001426,3.36078268987328
"1516","Pik3ap1","intracellSignaling","Adaptor","Adaptor","0.10344",2412,"Immune",0.386067277446786,1,0,0,"ENSMUSG00000025017",1.41497334797082,3.38237730346811
"1517","Pik3c2a","Control",NA,NA,"0.17252",5061,"Control",0.0274359541607323,1,1,0,"ENSMUSG00000030660",2.17897694729317,3.70423633730879
"1518","Pik3ca","intracellSignaling","Kinase","Kinase","0.00579",3207,"Immune",0.118493136507934,1,0,0,"ENSMUSG00000027665",2.73957234445009,3.50609895992844
"1519","Pik3cb","intracellSignaling","Kinase","Kinase","0.03627",3192,"Immune",0.570206665220758,1,0,0,"ENSMUSG00000032462",2.49692964807321,3.50406288267869
"1520","Pik3cd","intracellSignaling","Kinase","Kinase","0.03262",3141,"Immune",0.89131173849935,1,0,0,"ENSMUSG00000039936",2.43136376415899,3.4970679363985
"1521","Pik3cg","intracellSignaling","Kinase","Kinase","0.0465",3306,"Immune",1,1,0,0,"ENSMUSG00000020573",2.38021124171161,3.51930284923543
"1522","Pik3r1","intracellSignaling","Adaptor","Adaptor","0.05612",2172,"Immune",0.715561676075141,1,0,0,"ENSMUSG00000041417",2.70329137811866,3.33685982091681
"1523","Pik3r2","intracellSignaling","otherIntracellSignaling",NA,"0.04894",2163,"Immune",0.0271194821448502,1,1,0,"ENSMUSG00000031834",2.56466606425209,3.33505651943909
"1525","Pim1","Control",NA,NA,"0.02998",939,"Control",0.634087192396895,1,0,0,"ENSMUSG00000024014",1.30102999566398,2.97266559226611
"1526","Pim3","Control",NA,NA,"0.02232",978,"Control",2.97818055565273e-05,0.392882818818083,1,0,"ENSMUSG00000035828",1.30102999566398,2.9903388547876
"1527","Pin1","intracellSignaling","otherIntracellSignaling",NA,"0.03916",495,"Immune",1,1,0,0,"ENSMUSG00000032171",1.94448267215017,2.69460519893357
"1528","Pip","Control",NA,NA,"1.05303",438,"Control",0,0,1,1,"ENSMUSG00000058499",1.55630250076729,2.6414741105041
"1533","Piwil4","Control",NA,NA,"0.25124",2580,"Control",6.09547184004981e-05,1,1,0,"ENSMUSG00000036912",1.69897000433602,3.41161970596323
"1534","Pja2","intracellSignaling","Ubiquitinase","Ubiquitinase","0.22868",2121,"Immune",0.363091640456847,1,0,0,"ENSMUSG00000024083",1.49136169383427,3.32654066851656
"1535","Pkd2","Control",NA,NA,"0.09353",2898,"Control",1,1,0,0,"ENSMUSG00000034462",2.11727129565576,3.46209838113516
"1536","Pkn1","intracellSignaling","Kinase","Kinase","0.06897",2844,"Immune",0.0237270201499324,1,1,0,"ENSMUSG00000057672",1.88649072517248,3.45392959205773
